bit_position,majority_board1,majority_board2,match
36106,1,0,no
36107,1,1,yes
36108,0,0,yes
36109,1,0,no
36110,1,1,yes
36111,1,1,yes
36112,0,0,yes
36113,1,1,yes
36114,0,0,yes
36115,0,1,no
36116,0,0,yes
36117,0,1,no
36118,1,0,no
36119,0,0,yes
36120,1,1,yes
36121,1,1,yes
36122,0,1,no
36123,1,1,yes
36124,1,1,yes
36125,0,0,yes
36126,0,1,no
36127,1,1,yes
36128,1,1,yes
36129,1,0,no
36130,0,0,yes
36131,0,0,yes
36132,0,1,no
36133,0,1,no
36134,0,0,yes
36135,1,0,no
36136,1,1,yes
36137,1,0,no
36138,1,1,yes
36139,0,1,no
36140,0,0,yes
36141,0,1,no
36142,1,1,yes
36143,1,0,no
36144,0,1,no
36145,0,0,yes
36146,1,0,no
36147,1,0,no
36148,0,0,yes
36149,0,1,no
36150,1,1,yes
36151,0,1,no
36152,1,1,yes
36153,1,0,no
36154,0,0,yes
36155,0,1,no
36156,1,1,yes
36157,0,0,yes
36158,0,1,no
36159,0,1,no
36160,1,0,no
36161,0,0,yes
36162,1,1,yes
36163,1,1,yes
36164,1,0,no
36165,1,1,yes
36166,1,0,no
36167,0,1,no
36168,1,1,yes
36169,0,0,yes
36170,1,0,no
36171,0,0,yes
36172,0,0,yes
36173,0,0,yes
36174,1,0,no
36175,0,1,no
36176,1,0,no
36177,1,1,yes
36178,1,1,yes
36179,1,0,no
36180,1,1,yes
36181,1,1,yes
36182,0,0,yes
36183,1,1,yes
36184,0,1,no
36185,0,0,yes
36186,1,0,no
36187,0,1,no
36188,0,0,yes
36189,0,1,no
36190,1,1,yes
36191,1,1,yes
36192,0,1,no
36193,1,1,yes
36194,1,1,yes
36195,0,0,yes
36196,0,0,yes
36197,1,0,no
36198,1,0,no
36199,0,1,no
36200,0,1,no
36201,1,0,no
36202,0,1,no
36203,1,1,yes
36204,0,1,no
36205,0,1,no
36206,1,0,no
36207,0,0,yes
36208,0,0,yes
36209,1,0,no
36210,0,0,yes
36211,equal,1,no
36212,0,0,yes
36213,0,1,no
36214,1,1,yes
36215,0,1,no
36216,1,1,yes
36217,0,0,yes
36218,0,0,yes
36219,1,1,yes
36220,1,1,yes
36221,1,0,no
36222,1,0,no
36223,1,0,no
36224,1,0,no
36225,0,1,no
36226,0,0,yes
36227,1,1,yes
36228,1,0,no
36229,0,0,yes
36230,1,0,no
36231,0,0,yes
36232,1,1,yes
36233,1,0,no
36234,1,0,no
36235,0,1,no
36236,1,1,yes
36237,1,1,yes
36238,0,0,yes
36239,0,1,no
36240,1,0,no
36241,1,0,no
36242,equal,1,no
36243,1,1,yes
36244,1,1,yes
36245,1,0,no
36246,1,1,yes
36247,0,0,yes
36248,0,0,yes
36249,0,1,no
36250,0,1,no
36251,0,1,no
36252,1,1,yes
36253,0,0,yes
36254,1,0,no
36255,1,0,no
36256,1,1,yes
36257,0,1,no
36258,0,1,no
36259,1,1,yes
36260,0,0,yes
36261,0,0,yes
36262,0,0,yes
36263,0,1,no
36264,0,0,yes
36265,1,0,no
36266,0,1,no
36267,1,1,yes
36268,0,1,no
36269,1,0,no
36270,0,1,no
36271,1,0,no
36272,0,1,no
36273,0,0,yes
36274,0,0,yes
36275,1,1,yes
36276,1,0,no
36277,1,1,yes
36278,1,1,yes
36279,0,0,yes
36280,1,0,no
36281,1,0,no
36282,1,1,yes
36283,1,1,yes
36284,0,1,no
36285,1,1,yes
36286,0,1,no
36287,0,1,no
36288,1,1,yes
36289,1,0,no
36290,0,0,yes
36291,0,0,yes
36292,0,0,yes
36293,1,0,no
36294,1,1,yes
36295,1,1,yes
36296,0,1,no
36297,1,1,yes
36298,1,1,yes
36299,1,1,yes
36300,1,0,no
36301,1,0,no
36302,1,1,yes
36303,1,1,yes
36304,1,0,no
36305,0,1,no
36306,1,0,no
36307,1,1,yes
36308,1,1,yes
36309,1,0,no
36310,0,1,no
36311,1,0,no
36312,1,1,yes
36313,0,1,no
36314,1,1,yes
36315,1,1,yes
36316,1,1,yes
36317,0,1,no
36318,0,1,no
36319,0,0,yes
36320,0,1,no
36321,0,1,no
36322,0,1,no
36323,0,0,yes
36324,0,0,yes
36325,0,1,no
36326,0,0,yes
36327,0,1,no
36328,1,0,no
36329,1,0,no
36330,0,0,yes
36331,0,1,no
36332,0,1,no
36333,0,1,no
36334,0,0,yes
36335,1,1,yes
36336,0,0,yes
36337,0,1,no
36338,1,1,yes
36339,1,1,yes
36340,0,0,yes
36341,1,1,yes
36342,0,0,yes
36343,0,1,no
36344,1,1,yes
36345,0,1,no
36346,0,1,no
36347,0,1,no
36348,1,1,yes
36349,0,0,yes
36350,1,0,no
36351,0,0,yes
36352,1,0,no
36353,0,0,yes
36354,1,0,no
36355,1,1,yes
36356,1,1,yes
36357,0,0,yes
36358,0,1,no
36359,1,1,yes
36360,1,1,yes
36361,1,1,yes
36362,1,1,yes
36363,1,1,yes
36364,1,1,yes
36365,0,1,no
36366,0,1,no
36367,equal,0,no
36368,0,0,yes
36369,1,0,no
36370,0,0,yes
36371,0,1,no
36372,1,0,no
36373,1,0,no
36374,1,0,no
36375,1,1,yes
36376,0,0,yes
36377,1,1,yes
36378,1,0,no
36379,0,equal,no
36380,1,0,no
36381,0,1,no
36382,1,1,yes
36383,0,0,yes
36384,0,1,no
36385,1,0,no
36386,0,1,no
36387,0,0,yes
36388,1,1,yes
36389,0,0,yes
36390,0,0,yes
36391,0,0,yes
36392,1,0,no
36393,0,0,yes
36394,0,0,yes
36395,0,0,yes
36396,0,0,yes
36397,0,0,yes
36398,0,0,yes
36399,1,1,yes
36400,1,1,yes
36401,0,0,yes
36402,1,0,no
36403,0,1,no
36404,0,0,yes
36405,0,1,no
36406,1,0,no
36407,1,1,yes
36408,1,1,yes
36409,1,1,yes
36410,1,0,no
36411,0,0,yes
36412,1,0,no
36413,1,1,yes
36414,0,0,yes
36415,0,1,no
36416,0,0,yes
36417,0,0,yes
36418,0,0,yes
36419,1,0,no
36420,1,0,no
36421,1,1,yes
36422,1,0,no
36423,0,1,no
36424,1,0,no
36425,1,1,yes
36426,0,0,yes
36427,0,1,no
36428,1,0,no
36429,1,1,yes
36430,1,0,no
36431,0,1,no
36432,0,0,yes
36433,0,0,yes
36434,1,0,no
36435,1,0,no
36436,1,1,yes
36437,1,0,no
36438,0,0,yes
36439,1,1,yes
36440,0,0,yes
36441,1,1,yes
36442,1,0,no
36443,1,0,no
36444,1,1,yes
36445,0,0,yes
36446,0,0,yes
36447,0,0,yes
36448,0,1,no
36449,1,1,yes
36450,0,0,yes
36451,1,0,no
36452,1,1,yes
36453,1,1,yes
36454,0,0,yes
36455,0,0,yes
36456,1,1,yes
36457,1,1,yes
36458,0,1,no
36459,1,1,yes
36460,0,1,no
36461,1,1,yes
36462,0,0,yes
36463,0,1,no
36464,0,1,no
36465,1,1,yes
36466,0,1,no
36467,0,0,yes
36468,1,0,no
36469,0,0,yes
36470,0,1,no
36471,0,1,no
36472,0,1,no
36473,0,0,yes
36474,1,1,yes
36475,1,1,yes
36476,0,1,no
36477,0,1,no
36478,1,1,yes
36479,1,0,no
36480,0,0,yes
36481,1,1,yes
36482,0,0,yes
36483,0,0,yes
36484,1,0,no
36485,1,0,no
36486,1,0,no
36487,1,1,yes
36488,1,1,yes
36489,1,1,yes
36490,0,1,no
36491,0,0,yes
36492,1,0,no
36493,1,1,yes
36494,0,0,yes
36495,0,0,yes
36496,1,1,yes
36497,0,1,no
36498,1,1,yes
36499,0,0,yes
36500,1,1,yes
36501,1,1,yes
36502,0,1,no
36503,0,0,yes
36504,0,0,yes
36505,1,1,yes
36506,0,1,no
36507,1,1,yes
36508,0,0,yes
36509,1,0,no
36510,1,1,yes
36511,1,0,no
36512,1,0,no
36513,0,1,no
36514,0,1,no
36515,1,1,yes
36516,0,1,no
36517,0,1,no
36518,1,0,no
36519,0,0,yes
36520,0,0,yes
36521,0,0,yes
36522,0,1,no
36523,1,1,yes
36524,0,1,no
36525,0,0,yes
36526,1,0,no
36527,0,1,no
36528,1,1,yes
36529,1,0,no
36530,1,0,no
36531,1,1,yes
36532,1,1,yes
36533,0,1,no
36534,1,1,yes
36535,0,1,no
36536,0,1,no
36537,1,1,yes
36538,0,1,no
36539,0,0,yes
36540,0,1,no
36541,1,1,yes
36542,0,1,no
36543,0,0,yes
36544,1,1,yes
36545,1,1,yes
36546,0,0,yes
36547,1,1,yes
36548,0,0,yes
36549,0,1,no
36550,1,1,yes
36551,1,1,yes
36552,0,0,yes
36553,0,1,no
36554,1,0,no
36555,1,1,yes
36556,0,0,yes
36557,0,1,no
36558,0,1,no
36559,0,1,no
36560,1,0,no
36561,1,0,no
36562,1,0,no
36563,0,1,no
36564,0,1,no
36565,0,0,yes
36566,0,1,no
36567,1,1,yes
36568,1,1,yes
36569,1,0,no
36570,1,0,no
36571,1,1,yes
36572,0,1,no
36573,0,0,yes
36574,1,1,yes
36575,1,1,yes
36576,0,1,no
36577,0,1,no
36578,0,0,yes
36579,1,0,no
36580,0,0,yes
36581,0,1,no
36582,0,0,yes
36583,0,0,yes
36584,1,1,yes
36585,1,1,yes
36586,0,0,yes
36587,1,1,yes
36588,1,1,yes
36589,0,0,yes
36590,0,0,yes
36591,1,1,yes
36592,0,0,yes
36593,0,1,no
36594,0,0,yes
36595,0,0,yes
36596,1,1,yes
36597,0,1,no
36598,1,1,yes
36599,0,1,no
36600,0,1,no
36601,0,1,no
36602,1,0,no
36603,0,0,yes
36604,0,1,no
36605,1,1,yes
36606,1,1,yes
36607,0,0,yes
36608,0,0,yes
36609,1,0,no
36610,0,0,yes
36611,0,1,no
36612,1,1,yes
36613,1,1,yes
36614,0,0,yes
36615,1,0,no
36616,0,0,yes
36617,0,1,no
36618,0,1,no
36619,1,1,yes
36620,1,1,yes
36621,0,0,yes
36622,0,1,no
36623,0,0,yes
36624,1,1,yes
36625,1,1,yes
36626,0,0,yes
36627,1,0,no
36628,0,0,yes
36629,1,0,no
36630,1,0,no
36631,1,1,yes
36632,0,0,yes
36633,0,0,yes
36634,0,1,no
36635,0,0,yes
36636,1,1,yes
36637,1,1,yes
36638,1,1,yes
36639,1,1,yes
36640,0,1,no
36641,1,0,no
36642,0,0,yes
36643,1,1,yes
36644,0,0,yes
36645,0,0,yes
36646,1,1,yes
36647,1,1,yes
36648,0,0,yes
36649,1,1,yes
36650,1,1,yes
36651,1,1,yes
36652,0,0,yes
36653,0,0,yes
36654,0,0,yes
36655,0,1,no
36656,0,0,yes
36657,0,0,yes
36658,0,1,no
36659,0,1,no
36660,1,1,yes
36661,1,0,no
36662,0,0,yes
36663,0,1,no
36664,1,0,no
36665,0,1,no
36666,0,1,no
36667,0,1,no
36668,0,1,no
36669,0,1,no
36670,0,1,no
36671,0,0,yes
36672,1,0,no
36673,1,1,yes
36674,1,1,yes
36675,0,1,no
36676,1,1,yes
36677,1,1,yes
36678,1,0,no
36679,1,0,no
36680,0,0,yes
36681,1,1,yes
36682,1,0,no
36683,0,0,yes
36684,1,0,no
36685,0,0,yes
36686,1,0,no
36687,0,1,no
36688,0,1,no
36689,1,1,yes
36690,1,1,yes
36691,1,0,no
36692,1,0,no
36693,1,1,yes
36694,0,1,no
36695,1,0,no
36696,1,1,yes
36697,1,0,no
36698,1,0,no
36699,0,0,yes
36700,0,0,yes
36701,1,equal,no
36702,0,0,yes
36703,0,0,yes
36704,1,1,yes
36705,1,0,no
36706,1,1,yes
36707,0,0,yes
36708,0,1,no
36709,1,1,yes
36710,0,1,no
36711,0,0,yes
36712,0,1,no
36713,0,1,no
36714,0,1,no
36715,0,0,yes
36716,1,1,yes
36717,1,0,no
36718,1,1,yes
36719,0,1,no
36720,1,1,yes
36721,0,1,no
36722,1,0,no
36723,0,1,no
36724,0,0,yes
36725,1,0,no
36726,0,1,no
36727,0,0,yes
36728,0,0,yes
36729,0,0,yes
36730,1,0,no
36731,1,1,yes
36732,1,1,yes
36733,0,1,no
36734,1,0,no
36735,1,0,no
36736,0,1,no
36737,1,0,no
36738,1,1,yes
36739,0,0,yes
36740,1,1,yes
36741,1,0,no
36742,0,1,no
36743,0,1,no
36744,1,0,no
36745,1,1,yes
36746,equal,0,no
36747,1,0,no
36748,0,0,yes
36749,1,1,yes
36750,0,0,yes
36751,0,0,yes
36752,1,0,no
36753,1,1,yes
36754,0,1,no
36755,1,0,no
36756,1,1,yes
36757,1,0,no
36758,0,1,no
36759,1,0,no
36760,0,1,no
36761,1,1,yes
36762,0,1,no
36763,1,0,no
36764,0,0,yes
36765,1,1,yes
36766,0,1,no
36767,0,1,no
36768,1,1,yes
36769,1,0,no
36770,0,0,yes
36771,0,1,no
36772,1,1,yes
36773,0,0,yes
36774,1,0,no
36775,0,1,no
36776,0,0,yes
36777,0,0,yes
36778,1,0,no
36779,1,0,no
36780,1,1,yes
36781,1,0,no
36782,0,0,yes
36783,0,0,yes
36784,0,0,yes
36785,0,1,no
36786,1,0,no
36787,1,0,no
36788,1,1,yes
36789,1,0,no
36790,0,1,no
36791,0,0,yes
36792,1,1,yes
36793,0,0,yes
36794,0,1,no
36795,1,0,no
36796,0,0,yes
36797,0,1,no
36798,0,1,no
36799,0,1,no
36800,1,1,yes
36801,1,0,no
36802,0,0,yes
36803,1,1,yes
36804,0,1,no
36805,1,1,yes
36806,0,0,yes
36807,1,1,yes
36808,0,1,no
36809,0,0,yes
36810,1,0,no
36811,0,0,yes
36812,1,0,no
36813,1,1,yes
36814,0,1,no
36815,0,0,yes
36816,1,1,yes
36817,0,0,yes
36818,1,1,yes
36819,1,0,no
36820,0,0,yes
36821,0,0,yes
36822,0,1,no
36823,1,0,no
36824,1,1,yes
36825,1,1,yes
36826,1,1,yes
36827,1,0,no
36828,0,0,yes
36829,1,1,yes
36830,1,0,no
36831,0,1,no
36832,0,0,yes
36833,0,0,yes
36834,1,1,yes
36835,0,0,yes
36836,1,0,no
36837,0,1,no
36838,0,1,no
36839,0,0,yes
36840,1,1,yes
36841,1,0,no
36842,1,0,no
36843,0,1,no
36844,1,0,no
36845,0,0,yes
36846,0,0,yes
36847,1,1,yes
36848,0,1,no
36849,1,0,no
36850,0,0,yes
36851,1,1,yes
36852,0,1,no
36853,0,0,yes
36854,0,0,yes
36855,1,0,no
36856,1,1,yes
36857,0,1,no
36858,1,0,no
36859,0,1,no
36860,1,0,no
36861,1,0,no
36862,0,1,no
36863,0,1,no
36864,0,1,no
36865,0,0,yes
36866,0,0,yes
36867,1,0,no
36868,1,0,no
36869,1,0,no
36870,0,0,yes
36871,0,0,yes
36872,0,0,yes
36873,1,1,yes
36874,0,0,yes
36875,0,1,no
36876,0,0,yes
36877,0,0,yes
36878,0,0,yes
36879,0,1,no
36880,1,0,no
36881,1,1,yes
36882,0,0,yes
36883,1,1,yes
36884,1,0,no
36885,1,0,no
36886,0,0,yes
36887,0,1,no
36888,0,0,yes
36889,0,0,yes
36890,0,1,no
36891,0,0,yes
36892,1,0,no
36893,1,1,yes
36894,1,0,no
36895,1,0,no
36896,0,0,yes
36897,0,1,no
36898,1,0,no
36899,1,1,yes
36900,0,1,no
36901,1,0,no
36902,0,0,yes
36903,0,0,yes
36904,1,0,no
36905,1,0,no
36906,0,1,no
36907,0,1,no
36908,0,1,no
36909,0,1,no
36910,1,0,no
36911,0,0,yes
36912,0,1,no
36913,0,1,no
36914,1,1,yes
36915,1,1,yes
36916,0,0,yes
36917,1,0,no
36918,1,0,no
36919,0,0,yes
36920,0,1,no
36921,0,0,yes
36922,0,1,no
36923,0,0,yes
36924,1,0,no
36925,0,0,yes
36926,1,0,no
36927,0,0,yes
36928,1,0,no
36929,1,0,no
36930,1,1,yes
36931,1,0,no
36932,1,0,no
36933,1,1,yes
36934,1,0,no
36935,1,1,yes
36936,0,1,no
36937,0,0,yes
36938,0,1,no
36939,1,0,no
36940,1,0,no
36941,0,1,no
36942,1,0,no
36943,0,1,no
36944,1,0,no
36945,0,1,no
36946,1,0,no
36947,1,0,no
36948,0,0,yes
36949,1,1,yes
36950,1,0,no
36951,1,1,yes
36952,1,0,no
36953,1,1,yes
36954,0,1,no
36955,1,0,no
36956,0,1,no
36957,0,0,yes
36958,1,1,yes
36959,0,0,yes
36960,0,1,no
36961,0,0,yes
36962,1,1,yes
36963,1,1,yes
36964,0,1,no
36965,1,1,yes
36966,0,0,yes
36967,0,0,yes
36968,1,1,yes
36969,0,1,no
36970,0,1,no
36971,0,1,no
36972,1,1,yes
36973,1,1,yes
36974,1,0,no
36975,0,0,yes
36976,1,1,yes
36977,0,1,no
36978,0,1,no
36979,1,1,yes
36980,1,0,no
36981,1,1,yes
36982,1,1,yes
36983,0,1,no
36984,1,1,yes
36985,0,0,yes
36986,1,1,yes
36987,0,1,no
36988,0,1,no
36989,0,1,no
36990,0,0,yes
36991,1,1,yes
36992,1,1,yes
36993,1,0,no
36994,0,0,yes
36995,1,1,yes
36996,1,1,yes
36997,1,0,no
36998,1,0,no
36999,0,0,yes
37000,1,0,no
37001,0,1,no
37002,1,0,no
37003,1,1,yes
37004,1,1,yes
37005,1,0,no
37006,1,0,no
37007,0,1,no
37008,1,0,no
37009,0,1,no
37010,1,0,no
37011,0,1,no
37012,1,1,yes
37013,0,1,no
37014,0,0,yes
37015,1,1,yes
37016,0,0,yes
37017,1,1,yes
37018,0,0,yes
37019,0,1,no
37020,0,0,yes
37021,0,1,no
37022,0,0,yes
37023,0,1,no
37024,1,1,yes
37025,1,1,yes
37026,1,1,yes
37027,1,0,no
37028,0,1,no
37029,0,1,no
37030,1,0,no
37031,0,0,yes
37032,1,1,yes
37033,0,0,yes
37034,0,0,yes
37035,0,0,yes
37036,0,1,no
37037,1,0,no
37038,0,1,no
37039,0,0,yes
37040,0,0,yes
37041,1,1,yes
37042,1,1,yes
37043,0,1,no
37044,0,1,no
37045,0,1,no
37046,0,1,no
37047,0,0,yes
37048,1,1,yes
37049,0,0,yes
37050,0,0,yes
37051,1,1,yes
37052,1,0,no
37053,0,0,yes
37054,1,1,yes
37055,0,1,no
37056,1,0,no
37057,1,1,yes
37058,0,0,yes
37059,0,1,no
37060,0,0,yes
37061,1,1,yes
37062,0,1,no
37063,0,0,yes
37064,1,0,no
37065,1,1,yes
37066,0,1,no
37067,1,0,no
37068,1,0,no
37069,1,1,yes
37070,1,1,yes
37071,0,0,yes
37072,0,1,no
37073,0,0,yes
37074,1,1,yes
37075,0,0,yes
37076,0,0,yes
37077,1,1,yes
37078,1,0,no
37079,0,1,no
37080,1,1,yes
37081,1,0,no
37082,1,0,no
37083,1,1,yes
37084,0,0,yes
37085,1,1,yes
37086,0,1,no
37087,0,0,yes
37088,0,1,no
37089,1,1,yes
37090,1,1,yes
37091,0,0,yes
37092,1,0,no
37093,0,0,yes
37094,1,0,no
37095,0,0,yes
37096,0,1,no
37097,0,0,yes
37098,1,0,no
37099,1,1,yes
37100,1,1,yes
37101,1,0,no
37102,1,1,yes
37103,1,0,no
37104,0,0,yes
37105,1,1,yes
37106,1,1,yes
37107,1,0,no
37108,0,0,yes
37109,1,0,no
37110,1,0,no
37111,1,0,no
37112,1,0,no
37113,1,1,yes
37114,1,1,yes
37115,1,0,no
37116,1,0,no
37117,1,0,no
37118,1,1,yes
37119,0,0,yes
37120,1,0,no
37121,0,1,no
37122,1,0,no
37123,0,0,yes
37124,equal,0,no
37125,0,1,no
37126,0,0,yes
37127,1,1,yes
37128,0,0,yes
37129,1,1,yes
37130,0,1,no
37131,0,0,yes
37132,0,1,no
37133,1,0,no
37134,0,1,no
37135,1,0,no
37136,1,0,no
37137,0,1,no
37138,0,0,yes
37139,1,1,yes
37140,1,0,no
37141,0,0,yes
37142,1,1,yes
37143,1,0,no
37144,1,0,no
37145,0,0,yes
37146,0,0,yes
37147,1,0,no
37148,1,0,no
37149,1,0,no
37150,0,1,no
37151,0,1,no
37152,1,0,no
37153,0,1,no
37154,1,1,yes
37155,1,1,yes
37156,0,0,yes
37157,0,0,yes
37158,1,1,yes
37159,0,0,yes
37160,0,0,yes
37161,0,1,no
37162,0,0,yes
37163,0,1,no
37164,1,1,yes
37165,0,1,no
37166,0,0,yes
37167,0,1,no
37168,0,0,yes
37169,1,1,yes
37170,1,0,no
37171,0,1,no
37172,0,0,yes
37173,0,0,yes
37174,1,1,yes
37175,0,1,no
37176,1,1,yes
37177,0,1,no
37178,1,1,yes
37179,0,1,no
37180,1,0,no
37181,0,0,yes
37182,0,1,no
37183,0,1,no
37184,0,0,yes
37185,0,0,yes
37186,0,0,yes
37187,0,1,no
37188,1,1,yes
37189,0,1,no
37190,1,0,no
37191,0,0,yes
37192,0,1,no
37193,0,1,no
37194,0,0,yes
37195,1,0,no
37196,1,0,no
37197,1,1,yes
37198,1,0,no
37199,0,1,no
37200,1,1,yes
37201,1,0,no
37202,1,1,yes
37203,1,0,no
37204,0,1,no
37205,1,1,yes
37206,0,0,yes
37207,1,0,no
37208,1,0,no
37209,0,1,no
37210,1,1,yes
37211,0,1,no
37212,1,1,yes
37213,0,1,no
37214,0,0,yes
37215,1,1,yes
37216,0,0,yes
37217,1,1,yes
37218,0,1,no
37219,0,0,yes
37220,1,1,yes
37221,0,0,yes
37222,1,0,no
37223,0,0,yes
37224,0,1,no
37225,0,1,no
37226,0,1,no
37227,0,0,yes
37228,0,1,no
37229,0,1,no
37230,1,0,no
37231,1,0,no
37232,1,0,no
37233,1,1,yes
37234,0,0,yes
37235,1,1,yes
37236,0,0,yes
37237,1,1,yes
37238,1,1,yes
37239,1,1,yes
37240,0,1,no
37241,0,1,no
37242,1,0,no
37243,1,0,no
37244,1,0,no
37245,1,1,yes
37246,1,1,yes
37247,0,0,yes
37248,1,0,no
37249,1,0,no
37250,1,0,no
37251,1,1,yes
37252,1,1,yes
37253,1,1,yes
37254,1,1,yes
37255,1,0,no
37256,1,0,no
37257,0,0,yes
37258,1,0,no
37259,1,1,yes
37260,0,1,no
37261,1,0,no
37262,1,1,yes
37263,0,1,no
37264,1,0,no
37265,0,0,yes
37266,1,0,no
37267,1,0,no
37268,0,1,no
37269,1,0,no
37270,1,0,no
37271,0,1,no
37272,0,1,no
37273,1,1,yes
37274,1,1,yes
37275,1,0,no
37276,1,1,yes
37277,1,0,no
37278,0,0,yes
37279,1,0,no
37280,1,0,no
37281,1,0,no
37282,1,0,no
37283,0,1,no
37284,1,0,no
37285,0,1,no
37286,0,1,no
37287,1,0,no
37288,0,1,no
37289,0,1,no
37290,0,0,yes
37291,0,0,yes
37292,0,0,yes
37293,1,1,yes
37294,1,1,yes
37295,equal,1,no
37296,1,1,yes
37297,0,1,no
37298,1,0,no
37299,0,1,no
37300,0,1,no
37301,0,1,no
37302,0,1,no
37303,0,1,no
37304,0,1,no
37305,0,1,no
37306,1,1,yes
37307,1,1,yes
37308,0,0,yes
37309,0,1,no
37310,0,1,no
37311,0,0,yes
37312,1,0,no
37313,1,1,yes
37314,1,1,yes
37315,0,1,no
37316,1,0,no
37317,0,0,yes
37318,0,1,no
37319,0,1,no
37320,0,0,yes
37321,1,0,no
37322,1,0,no
37323,0,1,no
37324,1,1,yes
37325,0,0,yes
37326,0,1,no
37327,0,0,yes
37328,1,1,yes
37329,0,0,yes
37330,0,1,no
37331,1,1,yes
37332,0,1,no
37333,0,1,no
37334,1,0,no
37335,1,1,yes
37336,1,0,no
37337,1,1,yes
37338,0,0,yes
37339,0,1,no
37340,1,1,yes
37341,0,1,no
37342,0,0,yes
37343,1,1,yes
37344,0,1,no
37345,0,1,no
37346,1,1,yes
37347,0,0,yes
37348,1,0,no
37349,0,1,no
37350,1,1,yes
37351,0,0,yes
37352,1,equal,no
37353,0,0,yes
37354,0,0,yes
37355,0,0,yes
37356,1,0,no
37357,0,1,no
37358,1,0,no
37359,0,1,no
37360,0,1,no
37361,0,0,yes
37362,1,0,no
37363,1,0,no
37364,0,1,no
37365,0,0,yes
37366,0,0,yes
37367,0,0,yes
37368,0,0,yes
37369,1,0,no
37370,0,1,no
37371,0,0,yes
37372,0,1,no
37373,0,1,no
37374,1,1,yes
37375,0,1,no
37376,1,0,no
37377,1,0,no
37378,1,0,no
37379,0,1,no
37380,0,1,no
37381,1,1,yes
37382,0,1,no
37383,1,1,yes
37384,1,0,no
37385,1,1,yes
37386,1,1,yes
37387,0,0,yes
37388,1,0,no
37389,0,1,no
37390,0,1,no
37391,1,0,no
37392,0,0,yes
37393,equal,0,no
37394,0,1,no
37395,0,0,yes
37396,1,1,yes
37397,0,0,yes
37398,1,1,yes
37399,0,1,no
37400,1,1,yes
37401,0,0,yes
37402,1,0,no
37403,1,0,no
37404,0,0,yes
37405,1,0,no
37406,0,1,no
37407,0,0,yes
37408,0,1,no
37409,1,0,no
37410,1,1,yes
37411,1,1,yes
37412,0,1,no
37413,1,0,no
37414,0,1,no
37415,0,1,no
37416,1,1,yes
37417,1,0,no
37418,0,1,no
37419,0,1,no
37420,0,1,no
37421,0,0,yes
37422,1,1,yes
37423,1,0,no
37424,0,1,no
37425,1,1,yes
37426,1,0,no
37427,0,0,yes
37428,equal,1,no
37429,1,0,no
37430,0,1,no
37431,0,1,no
37432,1,1,yes
37433,0,1,no
37434,0,0,yes
37435,1,0,no
37436,0,1,no
37437,0,0,yes
37438,1,1,yes
37439,1,1,yes
37440,0,1,no
37441,0,1,no
37442,1,1,yes
37443,0,1,no
37444,1,0,no
37445,0,0,yes
37446,0,0,yes
37447,0,1,no
37448,1,1,yes
37449,1,0,no
37450,0,0,yes
37451,1,1,yes
37452,1,0,no
37453,1,1,yes
37454,0,1,no
37455,1,0,no
37456,0,0,yes
37457,1,1,yes
37458,0,1,no
37459,1,1,yes
37460,0,1,no
37461,1,0,no
37462,0,1,no
37463,1,1,yes
37464,0,1,no
37465,1,1,yes
37466,0,0,yes
37467,0,0,yes
37468,1,0,no
37469,0,0,yes
37470,0,0,yes
37471,1,0,no
37472,0,0,yes
37473,0,1,no
37474,0,0,yes
37475,1,1,yes
37476,1,0,no
37477,1,1,yes
37478,0,1,no
37479,0,1,no
37480,1,1,yes
37481,0,0,yes
37482,0,1,no
37483,1,0,no
37484,0,0,yes
37485,1,1,yes
37486,1,0,no
37487,1,0,no
37488,1,0,no
37489,0,1,no
37490,0,1,no
37491,1,1,yes
37492,1,0,no
37493,1,0,no
37494,0,0,yes
37495,0,1,no
37496,1,0,no
37497,0,1,no
37498,1,1,yes
37499,1,1,yes
37500,0,0,yes
37501,0,1,no
37502,1,1,yes
37503,1,0,no
37504,0,1,no
37505,0,0,yes
37506,0,0,yes
37507,1,1,yes
37508,0,1,no
37509,1,1,yes
37510,0,1,no
37511,equal,0,no
37512,1,0,no
37513,1,0,no
37514,1,1,yes
37515,1,1,yes
37516,0,1,no
37517,1,1,yes
37518,0,0,yes
37519,0,0,yes
37520,1,0,no
37521,0,1,no
37522,1,1,yes
37523,1,1,yes
37524,0,1,no
37525,0,0,yes
37526,0,0,yes
37527,1,0,no
37528,0,equal,no
37529,0,1,no
37530,0,1,no
37531,1,0,no
37532,1,1,yes
37533,0,0,yes
37534,0,0,yes
37535,0,0,yes
37536,0,1,no
37537,1,1,yes
37538,0,0,yes
37539,1,0,no
37540,1,0,no
37541,1,0,no
37542,1,0,no
37543,0,0,yes
37544,0,0,yes
37545,1,1,yes
37546,1,0,no
37547,0,0,yes
37548,1,0,no
37549,1,1,yes
37550,0,1,no
37551,1,0,no
37552,0,1,no
37553,1,1,yes
37554,1,0,no
37555,0,0,yes
37556,1,1,yes
37557,0,1,no
37558,0,1,no
37559,1,1,yes
37560,0,1,no
37561,1,0,no
37562,0,1,no
37563,0,0,yes
37564,0,0,yes
37565,1,0,no
37566,1,1,yes
37567,0,0,yes
37568,1,0,no
37569,0,0,yes
37570,0,0,yes
37571,0,1,no
37572,0,0,yes
37573,1,1,yes
37574,0,1,no
