bit_position,zeros_count,ones_count,majority,stability
19888,20,0,0,1.0
19889,19,1,0,0.95
19890,0,20,1,1.0
19891,0,20,1,1.0
19892,0,20,1,1.0
19893,20,0,0,1.0
19894,14,6,0,0.7
19895,20,0,0,1.0
19896,20,0,0,1.0
19897,20,0,0,1.0
19898,0,20,1,1.0
19899,20,0,0,1.0
19900,20,0,0,1.0
19901,20,0,0,1.0
19902,20,0,0,1.0
19903,19,1,0,0.95
19904,0,20,1,1.0
19905,20,0,0,1.0
19906,0,20,1,1.0
19907,0,20,1,1.0
19908,20,0,0,1.0
19909,0,20,1,1.0
19910,20,0,0,1.0
19911,4,16,1,0.8
19912,20,0,0,1.0
19913,0,20,1,1.0
19914,20,0,0,1.0
19915,0,20,1,1.0
19916,3,17,1,0.85
19917,20,0,0,1.0
19918,0,20,1,1.0
19919,0,20,1,1.0
19920,20,0,0,1.0
19921,20,0,0,1.0
19922,8,12,1,0.6
19923,20,0,0,1.0
19924,0,20,1,1.0
19925,0,20,1,1.0
19926,0,20,1,1.0
19927,5,15,1,0.75
19928,20,0,0,1.0
19929,2,18,1,0.9
19930,0,20,1,1.0
19931,20,0,0,1.0
19932,1,19,1,0.95
19933,15,5,0,0.75
19934,20,0,0,1.0
19935,0,20,1,1.0
19936,18,2,0,0.9
19937,0,20,1,1.0
19938,2,18,1,0.9
19939,20,0,0,1.0
19940,20,0,0,1.0
19941,20,0,0,1.0
19942,20,0,0,1.0
19943,20,0,0,1.0
19944,0,20,1,1.0
19945,20,0,0,1.0
19946,0,20,1,1.0
19947,20,0,0,1.0
19948,0,20,1,1.0
19949,20,0,0,1.0
19950,0,20,1,1.0
19951,0,20,1,1.0
19952,0,20,1,1.0
19953,20,0,0,1.0
19954,20,0,0,1.0
19955,20,0,0,1.0
19956,0,20,1,1.0
19957,0,20,1,1.0
19958,0,20,1,1.0
19959,1,19,1,0.95
19960,1,19,1,0.95
19961,0,20,1,1.0
19962,20,0,0,1.0
19963,20,0,0,1.0
19964,0,20,1,1.0
19965,0,20,1,1.0
19966,0,20,1,1.0
19967,20,0,0,1.0
19968,20,0,0,1.0
19969,1,19,1,0.95
19970,20,0,0,1.0
19971,20,0,0,1.0
19972,0,20,1,1.0
19973,0,20,1,1.0
19974,20,0,0,1.0
19975,20,0,0,1.0
19976,6,14,1,0.7
19977,0,20,1,1.0
19978,0,20,1,1.0
19979,8,12,1,0.6
19980,3,17,1,0.85
19981,20,0,0,1.0
19982,0,20,1,1.0
19983,17,3,0,0.85
19984,0,20,1,1.0
19985,0,20,1,1.0
19986,0,20,1,1.0
19987,0,20,1,1.0
19988,20,0,0,1.0
19989,0,20,1,1.0
19990,20,0,0,1.0
19991,20,0,0,1.0
19992,0,20,1,1.0
19993,20,0,0,1.0
19994,8,12,1,0.6
19995,20,0,0,1.0
19996,20,0,0,1.0
19997,15,5,0,0.75
19998,17,3,0,0.85
19999,20,0,0,1.0
20000,0,20,1,1.0
20001,20,0,0,1.0
20002,6,14,1,0.7
20003,20,0,0,1.0
20004,0,20,1,1.0
20005,0,20,1,1.0
20006,20,0,0,1.0
20007,20,0,0,1.0
20008,0,20,1,1.0
20009,0,20,1,1.0
20010,19,1,0,0.95
20011,0,20,1,1.0
20012,17,3,0,0.85
20013,20,0,0,1.0
20014,0,20,1,1.0
20015,20,0,0,1.0
20016,20,0,0,1.0
20017,0,20,1,1.0
20018,1,19,1,0.95
20019,0,20,1,1.0
20020,7,13,1,0.65
20021,0,20,1,1.0
20022,0,20,1,1.0
20023,0,20,1,1.0
20024,0,20,1,1.0
20025,0,20,1,1.0
20026,20,0,0,1.0
20027,0,20,1,1.0
20028,20,0,0,1.0
20029,20,0,0,1.0
20030,20,0,0,1.0
20031,20,0,0,1.0
20032,0,20,1,1.0
20033,20,0,0,1.0
20034,9,11,1,0.55
20035,2,18,1,0.9
20036,20,0,0,1.0
20037,0,20,1,1.0
20038,20,0,0,1.0
20039,0,20,1,1.0
20040,0,20,1,1.0
20041,0,20,1,1.0
20042,8,12,1,0.6
20043,18,2,0,0.9
20044,0,20,1,1.0
20045,0,20,1,1.0
20046,17,3,0,0.85
20047,0,20,1,1.0
20048,0,20,1,1.0
20049,1,19,1,0.95
20050,0,20,1,1.0
20051,20,0,0,1.0
20052,1,19,1,0.95
20053,0,20,1,1.0
20054,0,20,1,1.0
20055,20,0,0,1.0
20056,0,20,1,1.0
20057,20,0,0,1.0
20058,0,20,1,1.0
20059,0,20,1,1.0
20060,0,20,1,1.0
20061,0,20,1,1.0
20062,0,20,1,1.0
20063,20,0,0,1.0
20064,20,0,0,1.0
20065,20,0,0,1.0
20066,0,20,1,1.0
20067,0,20,1,1.0
20068,0,20,1,1.0
20069,0,20,1,1.0
20070,20,0,0,1.0
20071,20,0,0,1.0
20072,0,20,1,1.0
20073,16,4,0,0.8
20074,20,0,0,1.0
20075,20,0,0,1.0
20076,20,0,0,1.0
20077,20,0,0,1.0
20078,20,0,0,1.0
20079,20,0,0,1.0
20080,0,20,1,1.0
20081,20,0,0,1.0
20082,20,0,0,1.0
20083,20,0,0,1.0
20084,0,20,1,1.0
20085,0,20,1,1.0
20086,20,0,0,1.0
20087,0,20,1,1.0
20088,0,20,1,1.0
20089,20,0,0,1.0
20090,0,20,1,1.0
20091,1,19,1,0.95
20092,20,0,0,1.0
20093,6,14,1,0.7
20094,20,0,0,1.0
20095,20,0,0,1.0
20096,0,20,1,1.0
20097,0,20,1,1.0
20098,7,13,1,0.65
20099,2,18,1,0.9
20100,20,0,0,1.0
20101,0,20,1,1.0
20102,0,20,1,1.0
20103,20,0,0,1.0
20104,20,0,0,1.0
20105,20,0,0,1.0
20106,0,20,1,1.0
20107,20,0,0,1.0
20108,0,20,1,1.0
20109,20,0,0,1.0
20110,0,20,1,1.0
20111,20,0,0,1.0
20112,20,0,0,1.0
20113,20,0,0,1.0
20114,7,13,1,0.65
20115,1,19,1,0.95
20116,18,2,0,0.9
20117,4,16,1,0.8
20118,0,20,1,1.0
20119,14,6,0,0.7
20120,1,19,1,0.95
20121,12,8,0,0.6
20122,20,0,0,1.0
20123,0,20,1,1.0
20124,0,20,1,1.0
20125,1,19,1,0.95
20126,0,20,1,1.0
20127,0,20,1,1.0
20128,0,20,1,1.0
20129,0,20,1,1.0
20130,10,10,equal,0.5
20131,20,0,0,1.0
20132,0,20,1,1.0
20133,20,0,0,1.0
20134,0,20,1,1.0
20135,1,19,1,0.95
20136,17,3,0,0.85
20137,20,0,0,1.0
20138,8,12,1,0.6
20139,3,17,1,0.85
20140,0,20,1,1.0
20141,3,17,1,0.85
20142,0,20,1,1.0
20143,0,20,1,1.0
20144,20,0,0,1.0
20145,20,0,0,1.0
20146,0,20,1,1.0
20147,0,20,1,1.0
20148,20,0,0,1.0
20149,0,20,1,1.0
20150,20,0,0,1.0
20151,1,19,1,0.95
20152,16,4,0,0.8
20153,1,19,1,0.95
20154,0,20,1,1.0
20155,1,19,1,0.95
20156,20,0,0,1.0
20157,0,20,1,1.0
20158,0,20,1,1.0
20159,18,2,0,0.9
20160,20,0,0,1.0
20161,0,20,1,1.0
20162,0,20,1,1.0
20163,0,20,1,1.0
20164,19,1,0,0.95
20165,20,0,0,1.0
20166,20,0,0,1.0
20167,0,20,1,1.0
20168,0,20,1,1.0
20169,20,0,0,1.0
20170,6,14,1,0.7
20171,20,0,0,1.0
20172,1,19,1,0.95
20173,20,0,0,1.0
20174,20,0,0,1.0
20175,6,14,1,0.7
20176,20,0,0,1.0
20177,20,0,0,1.0
20178,0,20,1,1.0
20179,20,0,0,1.0
20180,0,20,1,1.0
20181,0,20,1,1.0
20182,20,0,0,1.0
20183,0,20,1,1.0
20184,0,20,1,1.0
20185,0,20,1,1.0
20186,20,0,0,1.0
20187,19,1,0,0.95
20188,20,0,0,1.0
20189,19,1,0,0.95
20190,11,9,0,0.55
20191,1,19,1,0.95
20192,18,2,0,0.9
20193,20,0,0,1.0
20194,0,20,1,1.0
20195,20,0,0,1.0
20196,0,20,1,1.0
20197,20,0,0,1.0
20198,0,20,1,1.0
20199,18,2,0,0.9
20200,20,0,0,1.0
20201,20,0,0,1.0
20202,20,0,0,1.0
20203,0,20,1,1.0
20204,20,0,0,1.0
20205,20,0,0,1.0
20206,20,0,0,1.0
20207,0,20,1,1.0
20208,5,15,1,0.75
20209,20,0,0,1.0
20210,20,0,0,1.0
20211,0,20,1,1.0
20212,12,8,0,0.6
20213,20,0,0,1.0
20214,20,0,0,1.0
20215,20,0,0,1.0
20216,0,20,1,1.0
20217,0,20,1,1.0
20218,0,20,1,1.0
20219,0,20,1,1.0
20220,20,0,0,1.0
20221,20,0,0,1.0
20222,20,0,0,1.0
20223,0,20,1,1.0
20224,20,0,0,1.0
20225,0,20,1,1.0
20226,20,0,0,1.0
20227,18,2,0,0.9
20228,0,20,1,1.0
20229,0,20,1,1.0
20230,0,20,1,1.0
20231,2,18,1,0.9
20232,20,0,0,1.0
20233,0,20,1,1.0
20234,0,20,1,1.0
20235,1,19,1,0.95
20236,0,20,1,1.0
20237,0,20,1,1.0
20238,19,1,0,0.95
20239,20,0,0,1.0
20240,20,0,0,1.0
20241,0,20,1,1.0
20242,0,20,1,1.0
20243,0,20,1,1.0
20244,0,20,1,1.0
20245,20,0,0,1.0
20246,13,7,0,0.65
20247,20,0,0,1.0
20248,20,0,0,1.0
20249,20,0,0,1.0
20250,3,17,1,0.85
20251,0,20,1,1.0
20252,0,20,1,1.0
20253,8,12,1,0.6
20254,0,20,1,1.0
20255,20,0,0,1.0
20256,19,1,0,0.95
20257,5,15,1,0.75
20258,0,20,1,1.0
20259,20,0,0,1.0
20260,20,0,0,1.0
20261,3,17,1,0.85
20262,12,8,0,0.6
20263,19,1,0,0.95
20264,7,13,1,0.65
20265,1,19,1,0.95
20266,20,0,0,1.0
20267,19,1,0,0.95
20268,20,0,0,1.0
20269,20,0,0,1.0
20270,0,20,1,1.0
20271,18,2,0,0.9
20272,0,20,1,1.0
20273,0,20,1,1.0
20274,19,1,0,0.95
20275,0,20,1,1.0
20276,8,12,1,0.6
20277,4,16,1,0.8
20278,20,0,0,1.0
20279,0,20,1,1.0
20280,20,0,0,1.0
20281,0,20,1,1.0
20282,0,20,1,1.0
20283,19,1,0,0.95
20284,20,0,0,1.0
20285,0,20,1,1.0
20286,20,0,0,1.0
20287,20,0,0,1.0
20288,20,0,0,1.0
20289,0,20,1,1.0
20290,0,20,1,1.0
20291,0,20,1,1.0
20292,1,19,1,0.95
20293,20,0,0,1.0
20294,20,0,0,1.0
20295,0,20,1,1.0
20296,20,0,0,1.0
20297,0,20,1,1.0
20298,0,20,1,1.0
20299,20,0,0,1.0
20300,17,3,0,0.85
20301,20,0,0,1.0
20302,18,2,0,0.9
20303,0,20,1,1.0
20304,11,9,0,0.55
20305,20,0,0,1.0
20306,5,15,1,0.75
20307,0,20,1,1.0
20308,20,0,0,1.0
20309,1,19,1,0.95
20310,20,0,0,1.0
20311,20,0,0,1.0
20312,0,20,1,1.0
20313,20,0,0,1.0
20314,20,0,0,1.0
20315,3,17,1,0.85
20316,0,20,1,1.0
20317,0,20,1,1.0
20318,18,2,0,0.9
20319,20,0,0,1.0
20320,0,20,1,1.0
20321,0,20,1,1.0
20322,20,0,0,1.0
20323,18,2,0,0.9
20324,0,20,1,1.0
20325,0,20,1,1.0
20326,14,6,0,0.7
20327,0,20,1,1.0
20328,20,0,0,1.0
20329,0,20,1,1.0
20330,20,0,0,1.0
20331,0,20,1,1.0
20332,20,0,0,1.0
20333,0,20,1,1.0
20334,20,0,0,1.0
20335,0,20,1,1.0
20336,20,0,0,1.0
20337,20,0,0,1.0
20338,20,0,0,1.0
20339,2,18,1,0.9
20340,20,0,0,1.0
20341,13,7,0,0.65
20342,0,20,1,1.0
20343,0,20,1,1.0
20344,0,20,1,1.0
20345,20,0,0,1.0
20346,0,20,1,1.0
20347,0,20,1,1.0
20348,20,0,0,1.0
20349,1,19,1,0.95
20350,0,20,1,1.0
20351,20,0,0,1.0
20352,0,20,1,1.0
20353,1,19,1,0.95
20354,20,0,0,1.0
20355,20,0,0,1.0
20356,0,20,1,1.0
20357,20,0,0,1.0
20358,20,0,0,1.0
20359,3,17,1,0.85
20360,0,20,1,1.0
20361,1,19,1,0.95
20362,0,20,1,1.0
20363,0,20,1,1.0
20364,0,20,1,1.0
20365,20,0,0,1.0
20366,20,0,0,1.0
20367,20,0,0,1.0
20368,0,20,1,1.0
20369,20,0,0,1.0
20370,12,8,0,0.6
20371,0,20,1,1.0
20372,20,0,0,1.0
20373,0,20,1,1.0
20374,20,0,0,1.0
20375,10,10,equal,0.5
20376,20,0,0,1.0
20377,0,20,1,1.0
20378,20,0,0,1.0
20379,20,0,0,1.0
20380,19,1,0,0.95
20381,20,0,0,1.0
20382,0,20,1,1.0
20383,20,0,0,1.0
20384,20,0,0,1.0
20385,0,20,1,1.0
20386,0,20,1,1.0
20387,8,12,1,0.6
20388,0,20,1,1.0
20389,0,20,1,1.0
20390,0,20,1,1.0
20391,0,20,1,1.0
20392,20,0,0,1.0
20393,20,0,0,1.0
20394,20,0,0,1.0
20395,20,0,0,1.0
20396,0,20,1,1.0
20397,20,0,0,1.0
20398,20,0,0,1.0
20399,0,20,1,1.0
20400,0,20,1,1.0
20401,0,20,1,1.0
20402,0,20,1,1.0
20403,0,20,1,1.0
20404,20,0,0,1.0
20405,0,20,1,1.0
20406,0,20,1,1.0
20407,20,0,0,1.0
20408,19,1,0,0.95
20409,20,0,0,1.0
20410,20,0,0,1.0
20411,1,19,1,0.95
20412,0,20,1,1.0
20413,20,0,0,1.0
20414,20,0,0,1.0
20415,12,8,0,0.6
20416,20,0,0,1.0
20417,0,20,1,1.0
20418,0,20,1,1.0
20419,0,20,1,1.0
20420,0,20,1,1.0
20421,20,0,0,1.0
20422,2,18,1,0.9
20423,0,20,1,1.0
20424,0,20,1,1.0
20425,0,20,1,1.0
20426,0,20,1,1.0
20427,0,20,1,1.0
20428,20,0,0,1.0
20429,20,0,0,1.0
20430,0,20,1,1.0
20431,20,0,0,1.0
20432,0,20,1,1.0
20433,0,20,1,1.0
20434,20,0,0,1.0
20435,3,17,1,0.85
20436,0,20,1,1.0
20437,0,20,1,1.0
20438,10,10,equal,0.5
20439,20,0,0,1.0
20440,20,0,0,1.0
20441,18,2,0,0.9
20442,20,0,0,1.0
20443,12,8,0,0.6
20444,20,0,0,1.0
20445,20,0,0,1.0
20446,11,9,0,0.55
20447,20,0,0,1.0
20448,20,0,0,1.0
20449,0,20,1,1.0
20450,20,0,0,1.0
20451,0,20,1,1.0
20452,0,20,1,1.0
20453,0,20,1,1.0
20454,0,20,1,1.0
20455,20,0,0,1.0
20456,8,12,1,0.6
20457,20,0,0,1.0
20458,0,20,1,1.0
20459,0,20,1,1.0
20460,0,20,1,1.0
20461,0,20,1,1.0
20462,18,2,0,0.9
20463,0,20,1,1.0
20464,2,18,1,0.9
20465,0,20,1,1.0
20466,0,20,1,1.0
20467,1,19,1,0.95
20468,0,20,1,1.0
20469,10,10,equal,0.5
20470,0,20,1,1.0
20471,0,20,1,1.0
20472,2,18,1,0.9
20473,20,0,0,1.0
20474,20,0,0,1.0
20475,20,0,0,1.0
20476,0,20,1,1.0
20477,18,2,0,0.9
20478,20,0,0,1.0
20479,1,19,1,0.95
20480,20,0,0,1.0
20481,20,0,0,1.0
20482,0,20,1,1.0
20483,0,20,1,1.0
20484,0,20,1,1.0
20485,0,20,1,1.0
20486,0,20,1,1.0
20487,0,20,1,1.0
20488,20,0,0,1.0
20489,0,20,1,1.0
20490,1,19,1,0.95
20491,20,0,0,1.0
20492,1,19,1,0.95
20493,0,20,1,1.0
20494,0,20,1,1.0
20495,17,3,0,0.85
20496,20,0,0,1.0
20497,3,17,1,0.85
20498,0,20,1,1.0
20499,0,20,1,1.0
20500,0,20,1,1.0
20501,20,0,0,1.0
20502,0,20,1,1.0
20503,20,0,0,1.0
20504,1,19,1,0.95
20505,20,0,0,1.0
20506,6,14,1,0.7
20507,0,20,1,1.0
20508,0,20,1,1.0
20509,20,0,0,1.0
20510,20,0,0,1.0
20511,20,0,0,1.0
20512,0,20,1,1.0
20513,20,0,0,1.0
20514,1,19,1,0.95
20515,0,20,1,1.0
20516,13,7,0,0.65
20517,20,0,0,1.0
20518,20,0,0,1.0
20519,3,17,1,0.85
20520,0,20,1,1.0
20521,0,20,1,1.0
20522,0,20,1,1.0
20523,19,1,0,0.95
20524,20,0,0,1.0
20525,20,0,0,1.0
20526,0,20,1,1.0
20527,0,20,1,1.0
20528,14,6,0,0.7
20529,20,0,0,1.0
20530,20,0,0,1.0
20531,20,0,0,1.0
20532,20,0,0,1.0
20533,20,0,0,1.0
20534,0,20,1,1.0
20535,20,0,0,1.0
20536,20,0,0,1.0
20537,0,20,1,1.0
20538,0,20,1,1.0
20539,20,0,0,1.0
20540,0,20,1,1.0
20541,20,0,0,1.0
20542,20,0,0,1.0
20543,14,6,0,0.7
20544,20,0,0,1.0
20545,0,20,1,1.0
20546,0,20,1,1.0
20547,1,19,1,0.95
20548,20,0,0,1.0
20549,0,20,1,1.0
20550,20,0,0,1.0
20551,0,20,1,1.0
20552,0,20,1,1.0
20553,20,0,0,1.0
20554,0,20,1,1.0
20555,20,0,0,1.0
20556,1,19,1,0.95
20557,0,20,1,1.0
20558,0,20,1,1.0
20559,20,0,0,1.0
20560,7,13,1,0.65
20561,3,17,1,0.85
20562,20,0,0,1.0
20563,2,18,1,0.9
20564,20,0,0,1.0
20565,20,0,0,1.0
20566,20,0,0,1.0
20567,19,1,0,0.95
20568,0,20,1,1.0
20569,20,0,0,1.0
20570,20,0,0,1.0
20571,0,20,1,1.0
20572,19,1,0,0.95
20573,20,0,0,1.0
20574,6,14,1,0.7
20575,9,11,1,0.55
20576,20,0,0,1.0
20577,13,7,0,0.65
20578,20,0,0,1.0
20579,20,0,0,1.0
20580,0,20,1,1.0
20581,0,20,1,1.0
20582,20,0,0,1.0
20583,0,20,1,1.0
20584,20,0,0,1.0
20585,0,20,1,1.0
20586,20,0,0,1.0
20587,20,0,0,1.0
20588,20,0,0,1.0
20589,20,0,0,1.0
20590,0,20,1,1.0
20591,20,0,0,1.0
20592,20,0,0,1.0
20593,20,0,0,1.0
20594,0,20,1,1.0
20595,0,20,1,1.0
20596,18,2,0,0.9
20597,20,0,0,1.0
20598,20,0,0,1.0
20599,20,0,0,1.0
20600,19,1,0,0.95
20601,2,18,1,0.9
20602,6,14,1,0.7
20603,20,0,0,1.0
20604,20,0,0,1.0
20605,19,1,0,0.95
20606,2,18,1,0.9
20607,20,0,0,1.0
20608,0,20,1,1.0
20609,20,0,0,1.0
20610,14,6,0,0.7
20611,20,0,0,1.0
20612,20,0,0,1.0
20613,0,20,1,1.0
20614,20,0,0,1.0
20615,0,20,1,1.0
20616,20,0,0,1.0
20617,0,20,1,1.0
20618,0,20,1,1.0
20619,13,7,0,0.65
20620,0,20,1,1.0
20621,0,20,1,1.0
20622,20,0,0,1.0
20623,20,0,0,1.0
20624,20,0,0,1.0
20625,20,0,0,1.0
20626,20,0,0,1.0
20627,0,20,1,1.0
20628,1,19,1,0.95
20629,20,0,0,1.0
20630,18,2,0,0.9
20631,0,20,1,1.0
20632,0,20,1,1.0
20633,20,0,0,1.0
20634,1,19,1,0.95
20635,0,20,1,1.0
20636,0,20,1,1.0
20637,1,19,1,0.95
20638,20,0,0,1.0
20639,7,13,1,0.65
20640,2,18,1,0.9
20641,20,0,0,1.0
20642,0,20,1,1.0
20643,20,0,0,1.0
20644,20,0,0,1.0
20645,0,20,1,1.0
20646,0,20,1,1.0
20647,0,20,1,1.0
20648,20,0,0,1.0
20649,1,19,1,0.95
20650,20,0,0,1.0
20651,20,0,0,1.0
20652,20,0,0,1.0
20653,0,20,1,1.0
20654,1,19,1,0.95
20655,20,0,0,1.0
20656,20,0,0,1.0
20657,20,0,0,1.0
20658,20,0,0,1.0
20659,20,0,0,1.0
20660,0,20,1,1.0
20661,20,0,0,1.0
20662,20,0,0,1.0
20663,12,8,0,0.6
20664,20,0,0,1.0
20665,1,19,1,0.95
20666,20,0,0,1.0
20667,6,14,1,0.7
20668,20,0,0,1.0
20669,0,20,1,1.0
20670,0,20,1,1.0
20671,18,2,0,0.9
20672,0,20,1,1.0
20673,20,0,0,1.0
20674,20,0,0,1.0
20675,0,20,1,1.0
20676,20,0,0,1.0
20677,20,0,0,1.0
20678,20,0,0,1.0
20679,0,20,1,1.0
20680,20,0,0,1.0
20681,20,0,0,1.0
20682,20,0,0,1.0
20683,4,16,1,0.8
20684,20,0,0,1.0
20685,20,0,0,1.0
20686,0,20,1,1.0
20687,20,0,0,1.0
20688,0,20,1,1.0
20689,20,0,0,1.0
20690,20,0,0,1.0
20691,0,20,1,1.0
20692,17,3,0,0.85
20693,0,20,1,1.0
20694,0,20,1,1.0
20695,0,20,1,1.0
20696,20,0,0,1.0
20697,0,20,1,1.0
20698,20,0,0,1.0
20699,0,20,1,1.0
20700,18,2,0,0.9
20701,0,20,1,1.0
20702,0,20,1,1.0
20703,20,0,0,1.0
20704,0,20,1,1.0
20705,0,20,1,1.0
20706,0,20,1,1.0
20707,17,3,0,0.85
20708,20,0,0,1.0
20709,7,13,1,0.65
20710,0,20,1,1.0
20711,20,0,0,1.0
20712,0,20,1,1.0
20713,20,0,0,1.0
20714,2,18,1,0.9
20715,0,20,1,1.0
20716,20,0,0,1.0
20717,20,0,0,1.0
20718,19,1,0,0.95
20719,20,0,0,1.0
20720,1,19,1,0.95
20721,20,0,0,1.0
20722,20,0,0,1.0
20723,20,0,0,1.0
20724,0,20,1,1.0
20725,20,0,0,1.0
20726,1,19,1,0.95
20727,0,20,1,1.0
20728,0,20,1,1.0
20729,0,20,1,1.0
20730,0,20,1,1.0
20731,0,20,1,1.0
20732,0,20,1,1.0
20733,19,1,0,0.95
20734,20,0,0,1.0
20735,14,6,0,0.7
20736,0,20,1,1.0
20737,18,2,0,0.9
20738,8,12,1,0.6
20739,20,0,0,1.0
20740,0,20,1,1.0
20741,0,20,1,1.0
20742,20,0,0,1.0
20743,3,17,1,0.85
20744,0,20,1,1.0
20745,0,20,1,1.0
20746,0,20,1,1.0
20747,20,0,0,1.0
20748,20,0,0,1.0
20749,0,20,1,1.0
20750,20,0,0,1.0
20751,2,18,1,0.9
20752,20,0,0,1.0
20753,3,17,1,0.85
20754,20,0,0,1.0
20755,1,19,1,0.95
20756,0,20,1,1.0
20757,0,20,1,1.0
20758,20,0,0,1.0
20759,0,20,1,1.0
20760,20,0,0,1.0
20761,20,0,0,1.0
20762,0,20,1,1.0
20763,19,1,0,0.95
20764,0,20,1,1.0
20765,0,20,1,1.0
20766,9,11,1,0.55
20767,0,20,1,1.0
20768,20,0,0,1.0
20769,20,0,0,1.0
20770,20,0,0,1.0
20771,20,0,0,1.0
20772,0,20,1,1.0
20773,0,20,1,1.0
20774,20,0,0,1.0
20775,20,0,0,1.0
20776,20,0,0,1.0
20777,0,20,1,1.0
20778,20,0,0,1.0
20779,14,6,0,0.7
20780,20,0,0,1.0
20781,20,0,0,1.0
20782,7,13,1,0.65
20783,19,1,0,0.95
20784,2,18,1,0.9
20785,20,0,0,1.0
20786,20,0,0,1.0
20787,20,0,0,1.0
20788,20,0,0,1.0
20789,16,4,0,0.8
20790,0,20,1,1.0
20791,0,20,1,1.0
20792,20,0,0,1.0
20793,1,19,1,0.95
20794,0,20,1,1.0
20795,19,1,0,0.95
20796,20,0,0,1.0
20797,0,20,1,1.0
20798,20,0,0,1.0
20799,0,20,1,1.0
20800,20,0,0,1.0
20801,20,0,0,1.0
20802,20,0,0,1.0
20803,0,20,1,1.0
20804,10,10,equal,0.5
20805,0,20,1,1.0
20806,0,20,1,1.0
20807,20,0,0,1.0
20808,0,20,1,1.0
20809,0,20,1,1.0
20810,20,0,0,1.0
20811,0,20,1,1.0
20812,20,0,0,1.0
20813,20,0,0,1.0
20814,0,20,1,1.0
20815,20,0,0,1.0
20816,0,20,1,1.0
20817,0,20,1,1.0
20818,10,10,equal,0.5
20819,0,20,1,1.0
20820,20,0,0,1.0
20821,20,0,0,1.0
20822,0,20,1,1.0
20823,0,20,1,1.0
20824,20,0,0,1.0
20825,20,0,0,1.0
20826,0,20,1,1.0
20827,0,20,1,1.0
20828,0,20,1,1.0
20829,0,20,1,1.0
20830,20,0,0,1.0
20831,20,0,0,1.0
20832,0,20,1,1.0
20833,20,0,0,1.0
20834,12,8,0,0.6
20835,0,20,1,1.0
20836,0,20,1,1.0
20837,20,0,0,1.0
20838,0,20,1,1.0
20839,8,12,1,0.6
20840,20,0,0,1.0
20841,20,0,0,1.0
20842,0,20,1,1.0
20843,0,20,1,1.0
20844,0,20,1,1.0
20845,20,0,0,1.0
20846,0,20,1,1.0
20847,20,0,0,1.0
20848,0,20,1,1.0
20849,0,20,1,1.0
20850,0,20,1,1.0
20851,20,0,0,1.0
20852,20,0,0,1.0
20853,15,5,0,0.75
20854,20,0,0,1.0
20855,20,0,0,1.0
20856,0,20,1,1.0
20857,20,0,0,1.0
20858,0,20,1,1.0
20859,20,0,0,1.0
20860,0,20,1,1.0
20861,20,0,0,1.0
20862,0,20,1,1.0
20863,0,20,1,1.0
20864,20,0,0,1.0
20865,0,20,1,1.0
20866,0,20,1,1.0
20867,20,0,0,1.0
20868,8,12,1,0.6
20869,20,0,0,1.0
20870,0,20,1,1.0
20871,8,12,1,0.6
20872,0,20,1,1.0
20873,20,0,0,1.0
20874,20,0,0,1.0
20875,0,20,1,1.0
20876,13,7,0,0.65
20877,20,0,0,1.0
20878,0,20,1,1.0
20879,20,0,0,1.0
20880,0,20,1,1.0
20881,20,0,0,1.0
20882,0,20,1,1.0
20883,20,0,0,1.0
20884,8,12,1,0.6
20885,10,10,equal,0.5
20886,19,1,0,0.95
20887,19,1,0,0.95
20888,0,20,1,1.0
20889,1,19,1,0.95
20890,0,20,1,1.0
20891,20,0,0,1.0
20892,20,0,0,1.0
20893,0,20,1,1.0
20894,20,0,0,1.0
20895,20,0,0,1.0
20896,5,15,1,0.75
20897,19,1,0,0.95
20898,4,16,1,0.8
20899,1,19,1,0.95
20900,19,1,0,0.95
20901,0,20,1,1.0
20902,0,20,1,1.0
20903,16,4,0,0.8
20904,0,20,1,1.0
20905,11,9,0,0.55
20906,20,0,0,1.0
20907,10,10,equal,0.5
20908,0,20,1,1.0
20909,0,20,1,1.0
20910,20,0,0,1.0
20911,0,20,1,1.0
20912,0,20,1,1.0
20913,0,20,1,1.0
20914,19,1,0,0.95
20915,15,5,0,0.75
20916,2,18,1,0.9
20917,19,1,0,0.95
20918,0,20,1,1.0
20919,1,19,1,0.95
20920,20,0,0,1.0
20921,0,20,1,1.0
20922,0,20,1,1.0
20923,20,0,0,1.0
20924,20,0,0,1.0
20925,20,0,0,1.0
20926,19,1,0,0.95
20927,0,20,1,1.0
20928,19,1,0,0.95
20929,1,19,1,0.95
20930,20,0,0,1.0
20931,0,20,1,1.0
20932,0,20,1,1.0
20933,0,20,1,1.0
20934,19,1,0,0.95
20935,1,19,1,0.95
20936,20,0,0,1.0
20937,0,20,1,1.0
20938,20,0,0,1.0
20939,20,0,0,1.0
20940,18,2,0,0.9
20941,19,1,0,0.95
20942,20,0,0,1.0
20943,20,0,0,1.0
20944,20,0,0,1.0
20945,20,0,0,1.0
20946,15,5,0,0.75
20947,14,6,0,0.7
20948,0,20,1,1.0
20949,0,20,1,1.0
20950,17,3,0,0.85
20951,19,1,0,0.95
20952,0,20,1,1.0
20953,20,0,0,1.0
20954,0,20,1,1.0
20955,20,0,0,1.0
20956,0,20,1,1.0
20957,20,0,0,1.0
20958,20,0,0,1.0
20959,20,0,0,1.0
20960,6,14,1,0.7
20961,20,0,0,1.0
